timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1590031643005,83,进入编辑条目页面,200,OK,线程组 1-3,text,true,,2838,0,3,3,83,0,0
1590031643062,69,进入编辑条目页面,200,OK,线程组 1-2,text,true,,2848,0,3,3,69,0,0
1590031641912,1234,发表条目,200,OK,线程组 1-1,text,true,,278877,0,3,3,66,0,0
1590031643147,95,进入编辑条目页面,200,OK,线程组 1-1,text,true,,2846,0,3,3,95,0,0
1590031643132,1007,发表条目,200,OK,线程组 1-2,text,true,,236140,0,3,3,66,0,0
1590031644141,74,进入编辑条目页面,200,OK,线程组 1-2,text,true,,2848,0,3,3,73,0,0
1590031643090,1151,发表条目,200,OK,线程组 1-3,text,true,,236128,0,3,3,70,0,0
1590031644242,48,进入编辑条目页面,200,OK,线程组 1-3,text,true,,2838,0,3,3,48,0,0
1590031643244,1464,发表条目,200,OK,线程组 1-1,text,true,,279288,0,3,3,81,0,0
1590031644710,68,进入编辑条目页面,200,OK,线程组 1-1,text,true,,2846,0,3,3,68,0,0
1590031644216,1331,发表条目,200,OK,线程组 1-2,text,true,,236551,0,3,3,86,0,0
1590031645547,58,进入编辑条目页面,200,OK,线程组 1-2,text,true,,2848,0,3,3,58,0,0
1590031644781,1251,发表条目,200,OK,线程组 1-1,text,true,,279699,0,3,3,42,0,0
1590031646032,59,进入编辑条目页面,200,OK,线程组 1-1,text,true,,2846,0,3,3,59,0,0
1590031645614,1084,发表条目,200,OK,线程组 1-2,text,true,,236962,0,3,3,87,0,0
1590031646701,66,进入编辑条目页面,200,OK,线程组 1-2,text,true,,2848,0,3,3,66,0,0
1590031646094,1212,发表条目,200,OK,线程组 1-1,text,true,,280110,0,3,3,51,0,0
1590031647307,62,进入编辑条目页面,200,OK,线程组 1-1,text,true,,2846,0,3,3,62,0,0
1590031646769,1058,发表条目,200,OK,线程组 1-2,text,true,,237373,0,3,3,56,0,0
1590031647830,63,进入编辑条目页面,200,OK,线程组 1-2,text,true,,2848,0,3,3,63,0,0
1590031644303,4213,发表条目,200,OK,线程组 1-3,text,true,,236539,0,3,3,95,0,0
1590031648516,61,进入编辑条目页面,200,OK,线程组 1-3,text,true,,2838,0,3,3,61,0,0
1590031647371,1484,发表条目,200,OK,线程组 1-1,text,true,,280521,0,3,3,54,0,0
1590031648855,71,进入编辑条目页面,200,OK,线程组 1-1,text,true,,2846,0,3,3,71,0,0
1590031647895,1124,发表条目,200,OK,线程组 1-2,text,true,,237784,0,3,3,48,0,0
1590031649020,61,进入编辑条目页面,200,OK,线程组 1-2,text,true,,2848,0,3,3,61,0,0
1590031648578,1114,发表条目,200,OK,线程组 1-3,text,true,,236950,0,3,3,107,0,0
1590031649693,56,进入编辑条目页面,200,OK,线程组 1-3,text,true,,2838,0,3,3,56,0,0
1590031648928,1197,发表条目,200,OK,线程组 1-1,text,true,,280932,0,3,3,47,0,0
1590031650131,79,进入编辑条目页面,200,OK,线程组 1-1,text,true,,2846,0,3,3,79,0,0
1590031649083,1249,发表条目,200,OK,线程组 1-2,text,true,,238195,0,3,3,51,0,0
1590031650333,54,进入编辑条目页面,200,OK,线程组 1-2,text,true,,2848,0,3,3,54,0,0
1590031649750,1205,发表条目,200,OK,线程组 1-3,text,true,,237361,0,3,3,62,0,0
1590031650957,53,进入编辑条目页面,200,OK,线程组 1-3,text,true,,2838,0,3,3,53,0,0
1590031650388,1083,发表条目,200,OK,线程组 1-2,text,true,,238606,0,3,3,60,0,0
1590031650212,1278,发表条目,200,OK,线程组 1-1,text,true,,281343,0,3,3,52,0,0
1590031651472,66,进入编辑条目页面,200,OK,线程组 1-2,text,true,,2848,0,3,3,66,0,0
1590031651490,65,进入编辑条目页面,200,OK,线程组 1-1,text,true,,2846,0,3,3,65,0,0
1590031651012,917,发表条目,200,OK,线程组 1-3,text,true,,237772,0,3,3,46,0,0
1590031651930,54,进入编辑条目页面,200,OK,线程组 1-3,text,true,,2838,0,3,3,54,0,0
1590031651540,1074,发表条目,200,OK,线程组 1-2,text,true,,239017,0,3,3,65,0,0
1590031652615,97,进入编辑条目页面,200,OK,线程组 1-2,text,true,,2848,0,3,3,97,0,0
1590031651556,1263,发表条目,200,OK,线程组 1-1,text,true,,281754,0,3,3,81,0,0
1590031652820,166,进入编辑条目页面,200,OK,线程组 1-1,text,true,,2846,0,3,3,166,0,0
1590031651988,1076,发表条目,200,OK,线程组 1-3,text,true,,238183,0,3,3,48,0,0
1590031653065,70,进入编辑条目页面,200,OK,线程组 1-3,text,true,,2838,0,3,3,70,0,0
1590031652713,1110,发表条目,200,OK,线程组 1-2,text,true,,239423,0,3,3,76,0,0
1590031653824,70,进入编辑条目页面,200,OK,线程组 1-2,text,true,,2848,0,3,3,70,0,0
1590031652995,1407,发表条目,200,OK,线程组 1-1,text,true,,282165,0,3,3,85,0,0
1590031653137,1276,发表条目,200,OK,线程组 1-3,text,true,,238594,0,3,3,87,0,0
1590031654414,55,进入编辑条目页面,200,OK,线程组 1-3,text,true,,2838,0,3,3,55,0,0
1590031654403,88,进入编辑条目页面,200,OK,线程组 1-1,text,true,,2846,0,3,3,88,0,0
1590031653964,864,发表条目,200,OK,线程组 1-2,text,true,,239839,0,3,3,56,0,0
1590031654829,57,进入编辑条目页面,200,OK,线程组 1-2,text,true,,2848,0,3,3,57,0,0
1590031654470,1706,发表条目,200,OK,线程组 1-3,text,true,,239000,0,3,3,65,0,0
1590031656190,126,进入编辑条目页面,200,OK,线程组 1-3,text,true,,2838,0,3,3,126,0,0
1590031654492,2058,发表条目,200,OK,线程组 1-1,text,true,,282576,0,3,3,75,0,0
1590031656555,88,进入编辑条目页面,200,OK,线程组 1-1,text,true,,2841,0,3,3,88,0,0
1590031655175,1813,发表条目,200,OK,线程组 1-2,text,true,,240250,0,3,3,103,0,0
1590031656989,56,进入编辑条目页面,200,OK,线程组 1-2,text,true,,2848,0,3,3,56,0,0
1590031656322,1329,发表条目,200,OK,线程组 1-3,text,true,,239416,0,3,3,164,0,0
